vid,utt_index,predicted,actual,text,utter_id_x,emotion,C-E1,C-E2,C-E4,sentence,utter_id_y,label,expected_label,is_correct
Ses05M_script02_2,36,1,2,"Do you think that I thought there would be times when you would look at me like I was used Kleenex or I would look at you and think, good God, when's the next flight to Alaska?  No.  No, I'm just like you. I thought it would all be like peaches and roses, and sand in our toes, and wind in our hair, and the fish would always come.  And the bills would magically pay themselves.  And we'd have three fat rosy kids.  But, ha ha, baby, the jokes on us!",Ses05M_script02_2_M025,ang,Anger,Anger,Frustration,"Do you think that I thought there would be times when you would look at me like I was used Kleenex or I would look at you and think, good God, when's the next flight to Alaska?  No.  No, I'm just like you. I thought it would all be like peaches and roses, and sand in our toes, and wind in our hair, and the fish would always come.  And the bills would magically pay themselves.  And we'd have three fat rosy kids.  But, ha ha, baby, the jokes on us!",36,3,,False
Ses05M_script02_2,38,1,2,Right.,Ses05M_script02_2_M028,fru,Frustration,Anger,Frustration,Right.,38,5,,False
Ses05F_script03_1,15,5,4,"No, that fire will fade along with our passion.",Ses05F_script03_1_M016,exc,Excited,Happiness,Excited,"No, that fire will fade along with our passion.",15,4,,False
Ses05F_script03_1,16,5,2,It all depends on how well we played.,Ses05F_script03_1_M017,exc,Excited,Happiness,Excited,It all depends on how well we played.,16,4,,False
Ses05F_script03_1,20,5,3,"no, So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and --",Ses05F_script03_1_M020,exc,Excited,Happiness,Excited,"no, So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and --",20,4,,False
Ses05F_script03_1,22,3,5,"Darling, come here and kiss me before your body rots and worms pop in and out of your eye sockets.",Ses05F_script03_1_M022,exc,Excited,Happiness,Excited,"Darling, come here and kiss me before your body rots and worms pop in and out of your eye sockets.",22,4,,False
Ses05F_script03_1,31,5,1,And then the manager came in and found us rolling around on the floor biting and scratching like panthers.,Ses05F_script03_1_F030,exc,Excited,Happiness,Excited,And then the manager came in and found us rolling around on the floor biting and scratching like panthers.,31,4,,False
Ses05M_script03_1,9,3,5,With the worst- with the most perfect poise?,Ses05M_script03_1_M007,exc,Excited,Happiness,Excited,With the worst- with the most perfect poise?,9,4,,False
Ses05M_script03_1,14,2,5,"Um What does it all mean?  That's what I ask myself in my endless quest for ultimate truth.  Dear God, what does it all mean?",Ses05M_script03_1_M012,exc,Excited,Happiness,Excited,"Um What does it all mean?  That's what I ask myself in my endless quest for ultimate truth.  Dear God, what does it all mean?",14,4,,False
Ses05M_script03_1,16,2,1,"You mustn't be serious, darling.  That's just what they want.",Ses05M_script03_1_M013,exc,Excited,Happiness,Excited,"You mustn't be serious, darling.  That's just what they want.",16,4,,False
Ses05M_script03_1,18,5,1,"All the futile mortals who try to make life unbearable.  Laugh at them, Be flippant.  Laugh at everything, all their sacred shibboleths.",Ses05M_script03_1_M014,exc,Excited,Happiness,Excited,"All the futile mortals who try to make life unbearable.  Laugh at them, Be flippant.  Laugh at everything, all their sacred shibboleths.",18,4,,False
Ses05M_script03_1,21,2,1,Certainly you must.  We are figures of fun all right.,Ses05M_script03_1_M016,exc,Excited,Happiness,Excited,Certainly you must.  We are figures of fun all right.,21,4,,False
Ses05M_script02_1,16,2,4,"Yeah, but all that time on the beach is the highlight of their little lives.  You know,",Ses05M_script02_1_M019,exc,Excited,Excited,Neutral,"Yeah, but all that time on the beach is the highlight of their little lives.  You know,",16,4,,False
Ses05M_script02_1,17,2,4,"and all that about flopping around, it's like laying eggs or what do you -- spawning or mating or something like that.",Ses05M_script02_1_M020,exc,Excited,Excited,Neutral,"and all that about flopping around, it's like laying eggs or what do you -- spawning or mating or something like that.",17,4,,False
Ses05M_script02_1,18,2,4,"I mean, this is a big night for these guys.  You know, life's last orgy.",Ses05M_script02_1_M021,exc,Excited,Excited,Neutral,"I mean, this is a big night for these guys.  You know, life's last orgy.",18,4,,False
Ses05M_script02_1,23,4,2,I'm just not.,Ses05M_script02_1_F016,sad,Sadness,Sadness,Other,I'm just not.,23,1,,False
Ses05M_script02_1,24,4,2,For real?,Ses05M_script02_1_M024,fru,Frustration,Frustration,Neutral,For real?,24,5,,False
Ses05M_script02_1,26,4,2,"Well, if you also remember last year we- our shoes got wet, I got sand in my panties, we had a big argument, you had a sore throat, and we didn't see the grunion.",Ses05M_script02_1_F018,fru,Frustration,Anger,Frustration,"Well, if you also remember last year we- our shoes got wet, I got sand in my panties, we had a big argument, you had a sore throat, and we didn't see the grunion.",26,5,,False
Ses05M_script02_1,28,2,4,"Look there.  What is that?  Is that -- Oh No, that's seaweed.",Ses05M_script02_1_M028,exc,Excited,Excited,Excited,"Look there.  What is that?  Is that -- Oh No, that's seaweed.",28,4,,False
Ses05M_script02_1,29,4,2,"Oh, this is great.  I wouldn't miss this for the world. I mean, think about this, I know you're not interested but just think about this for a second;",Ses05M_script02_1_M029,exc,Excited,Excited,Excited,"Oh, this is great.  I wouldn't miss this for the world. I mean, think about this, I know you're not interested but just think about this for a second;",29,4,,False
Ses05M_script02_1,30,2,4,somewhere out there is a giant mass of silver fish all swimming in this direction.  They don't know why they're doing it.  We don't know why they're doing it.  They didn't- It wasn't a decision.  No one took a vote.  Nobody sent them an invitation or a map or anything like that.  It was just some internal time release fire cracker that went off. And all as one they turned around and formed this giant line as long as the California coastline and they just started swimming.  They are swimming right now at this very moment.   And And-,Ses05M_script02_1_M030,exc,Excited,Excited,Excited,somewhere out there is a giant mass of silver fish all swimming in this direction.  They don't know why they're doing it.  We don't know why they're doing it.  They didn't- It wasn't a decision.  No one took a vote.  Nobody sent them an invitation or a map or anything like that.  It was just some internal time release fire cracker that went off. And all as one they turned around and formed this giant line as long as the California coastline and they just started swimming.  They are swimming right now at this very moment.   And And-,30,4,,False
Ses05M_script02_1,31,2,4,"And it's single mindedness with no mind. It- It's urgency, it's pure urge.  I mean, they didn't make any decisions.  They don't ask any questions.  They don't give it a name,",Ses05M_script02_1_M031,exc,Excited,Excited,Excited,"And it's single mindedness with no mind. It- It's urgency, it's pure urge.  I mean, they didn't make any decisions.  They don't ask any questions.  They don't give it a name,",31,4,,False
Ses05M_script02_1,32,2,4,"they just all as one turn around and start swimming to this very point where we are standing now for one last celebration of sex and death. God, it's giving me Goosebumps.  Look at all the hairs that are standing up.",Ses05M_script02_1_M032,exc,Excited,Excited,Excited,"they just all as one turn around and start swimming to this very point where we are standing now for one last celebration of sex and death. God, it's giving me Goosebumps.  Look at all the hairs that are standing up.",32,4,,False
Ses05M_script02_1,33,4,2,"Well, so what do you think?",Ses05M_script02_1_M033,exc,Frustration,Excited,Excited,"Well, so what do you think?",33,4,,False
Ses05M_script01_1b,5,2,4,"Yes, yes he is.  I don't know the meaning in it.  But I know one thing, mom, we made a terrible mistake with Dad.",Ses05M_script01_1b_M005,sad,Frustration,Sadness,Sadness,"Yes, yes he is.  I don't know the meaning in it.  But I know one thing, mom, we made a terrible mistake with Dad.",5,1,,False
Ses05M_script01_1b,15,4,0,"I ignore what I got to ignore.  I mean, the girl is Larry's girl.",Ses05M_script01_1b_F018,fru,Frustration,Anger,Frustration,"I ignore what I got to ignore.  I mean, the girl is Larry's girl.",15,5,,False
Ses05M_script01_1b,17,2,4,"I don't know why it is but every time I reach out for something that I want, I have to pull back because it might hurt somebody else, my whole bloody life, time after time, after time.",Ses05M_script01_1b_M021,fru,Anger,Frustration,Frustration,"I don't know why it is but every time I reach out for something that I want, I have to pull back because it might hurt somebody else, my whole bloody life, time after time, after time.",17,5,,False
Ses05F_script01_3,22,0,4,Remember when I was overseas?  I was in command of the company.,Ses05F_script01_3_M024,sad,Sadness,Sadness,Neutral,Remember when I was overseas?  I was in command of the company.,22,1,,False
Ses05F_script01_3,23,0,4,yeah sure.,Ses05F_script01_3_F021,neu,Sadness,Neutral,Neutral,yeah sure.,23,2,,False
Ses05F_script01_3,25,0,4,how many?,Ses05F_script01_3_F022,sad,Sadness,Sadness,Neutral,how many?,25,1,,False
Ses05F_script01_3,27,0,4,Oh gee.,Ses05F_script01_3_F023,sad,Sadness,Sadness,Sadness,Oh gee.,27,1,,False
Ses05F_script01_3,28,0,4,Takes a little time to toss something like that off you know because they weren't just men-,Ses05F_script01_3_M027,sad,Sadness,Sadness,Sadness,Takes a little time to toss something like that off you know because they weren't just men-,28,1,,False
Ses05F_script01_3,33,2,4,"but it seemed to me that something new was being created at the same time, a kind of responsibility, man for man.  Do you understand me?",Ses05F_script01_3_M032,sad,Sadness,Happiness,Sadness,"but it seemed to me that something new was being created at the same time, a kind of responsibility, man for man.  Do you understand me?",33,1,,False
Ses05F_script01_3,34,0,4,And to show that-to-to bring that back onto the earth again like a- like a monument.  And everyone would have it standing behind them and- and it would make a difference for them.,Ses05F_script01_3_M033,sad,Sadness,Excited,Sadness,And to show that-to-to bring that back onto the earth again like a- like a monument.  And everyone would have it standing behind them and- and it would make a difference for them.,34,1,,False
Ses05F_script01_3,35,0,4,And then I went home and it was incredible.  It had no meaning here.,Ses05F_script01_3_M034,sad,Frustration,Sadness,Sadness,And then I went home and it was incredible.  It had no meaning here.,35,1,,False
Ses05F_script01_3,36,0,2,"It was all like some kind of bus accident to them.  I went back to work with my dad, in that whole rat race again.",Ses05F_script01_3_M035,sad,Frustration,Sadness,Sadness,"It was all like some kind of bus accident to them.  I went back to work with my dad, in that whole rat race again.",36,1,,False
Ses05F_script01_3,41,0,2,"Because you can't feel like that anymore Chris, you hear me?  I mean everything that you have, you deserve.  And that includes me.  And your father?  Your father put hundreds of planes in the air, you should be proud.  A man should be paid for that.",Ses05F_script01_3_F025,sad,Sadness,Sadness,Other,"Because you can't feel like that anymore Chris, you hear me?  I mean everything that you have, you deserve.  And that includes me.  And your father?  Your father put hundreds of planes in the air, you should be proud.  A man should be paid for that.",41,1,,False
Ses05F_script01_1,0,2,4,What's he going to say? Maybe we should tell him before he sees it.,Ses05F_script01_1_F000,sad,Sadness,Sadness,Sadness,What's he going to say? Maybe we should tell him before he sees it.,0,1,,False
Ses05F_script01_1,1,0,2,He saw it.,Ses05F_script01_1_M000,sad,Sadness,Sadness,Neutral,He saw it.,1,1,,False
Ses05F_script01_1,6,0,2,No.  I figured it was best to leave him alone.,Ses05F_script01_1_M004,sad,Sadness,Sadness,Sadness,No.  I figured it was best to leave him alone.,6,1,,False
Ses05F_script01_1,11,0,4,"I guess, he is.",Ses05F_script01_1_M006,sad,Sadness,Sadness,Sadness,"I guess, he is.",11,1,,False
Ses05F_script01_1,12,0,4,What's the meaning of that?,Ses05F_script01_1_F008,sad,Sadness,Sadness,Other,What's the meaning of that?,12,1,,False
Ses05F_script01_1,13,0,4,I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,Ses05F_script01_1_M007,sad,Sadness,Sadness,Other,I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,13,1,,False
Ses05F_script01_1,14,0,4,Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,Ses05F_script01_1_M008,sad,Sadness,Sadness,Neutral,Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,14,1,,False
Ses05F_script01_1,15,0,4,"You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?",Ses05F_script01_1_M009,sad,Sadness,Sadness,Frustration,"You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?",15,1,,False
Ses05F_script01_1,16,0,4,"No um, I don't want to argue with him, but it's time we realized that nobody else believes that Larry is alive.",Ses05F_script01_1_M010,fru,Sadness,Frustration,Frustration,"No um, I don't want to argue with him, but it's time we realized that nobody else believes that Larry is alive.",16,5,,False
Ses05F_script01_1,19,0,2,"For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!",Ses05F_script01_1_M013,ang,Anger,Anger,Frustration,"For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!",19,3,,False
Ses05M_impro01,8,0,1,"No, I understand and there are a lot of people here.  But what I'm telling you is that it's different for different states and since your getting a new license in the state of California -- You have to fill out a different form than you did.",Ses05M_impro01_F006,neu,Frustration,Neutral,Neutral,"No, I understand and there are a lot of people here.  But what I'm telling you is that it's different for different states and since your getting a new license in the state of California -- You have to fill out a different form than you did.",8,2,,False
Ses05M_impro01,19,4,5,"I can't take this one, sir. this is the wrong form.",Ses05M_impro01_F013,fru,Frustration,Frustration,Frustration,"I can't take this one, sir. this is the wrong form.",19,5,,False
Ses05M_impro01,27,4,5,"Sir, don't patronize me.  I can't make an exception.  I don't- I don't have the power to do that.  It's a different form.",Ses05M_impro01_F018,fru,Frustration,Anger,Frustration,"Sir, don't patronize me.  I can't make an exception.  I don't- I don't have the power to do that.  It's a different form.",27,5,,False
Ses05M_impro01,31,4,5,"Sir, you're gonna have to go stand in the other line.",Ses05M_impro01_F020,fru,Frustration,Anger,Frustration,"Sir, you're gonna have to go stand in the other line.",31,5,,False
Ses05M_impro01,32,4,5,I'm not leaving this line until I get my new I.D.  That's as simple as it is.  I'm not leaving this line until I get my new I.D.,Ses05M_impro01_M018,fru,Frustration,Anger,Frustration,I'm not leaving this line until I get my new I.D.  That's as simple as it is.  I'm not leaving this line until I get my new I.D.,32,5,,False
Ses05F_impro07,50,2,1,"living near the U.S.C. campus by myself, not going to school there. just really pathetic and sad.",Ses05F_impro07_M029,exc,Excited,Happiness,Excited,"living near the U.S.C. campus by myself, not going to school there. just really pathetic and sad.",50,4,,False
Ses05M_impro07,1,5,2,What?,Ses05M_impro07_F000,exc,Excited,Neutral,,What?,1,4,,False
Ses05M_impro07,7,5,2,What are you gonna study?,Ses05M_impro07_F004,hap,Excited,Happiness,,What are you gonna study?,7,0,,False
Ses05M_impro07,12,2,5,I heard it's so tough to get into.,Ses05M_impro07_F007,hap,Excited,Happiness,,I heard it's so tough to get into.,12,0,,False
Ses05M_impro07,13,5,3,It's exactly what I wanted.,Ses05M_impro07_M007,exc,Excited,Excited,,It's exactly what I wanted.,13,4,,False
Ses05M_impro07,14,5,3,That's awesome.,Ses05M_impro07_F008,hap,Excited,Happiness,,That's awesome.,14,0,,False
Ses05M_impro07,15,5,3,"I worked really hard, I'll say, I worked really hard. You know, I I'm not bragging or anything like that. But-",Ses05M_impro07_M009,hap,Excited,Happiness,,"I worked really hard, I'll say, I worked really hard. You know, I I'm not bragging or anything like that. But-",15,0,,False
Ses05M_impro07,21,3,5,"What are you, wait, what are you doing?",Ses05M_impro07_M013,exc,Excited,Excited,,"What are you, wait, what are you doing?",21,4,,False
Ses05M_impro07,25,1,3,We are gonna have a great time.,Ses05M_impro07_M016,exc,Excited,Excited,,We are gonna have a great time.,25,4,,False
Ses05M_impro07,71,0,1,"Yeah, yeah, yeah.  And it's gonna work out.  I'm gonna be able to pay for it, I'm gonna go, I mean, I'll have a little debt in the end.  But I don't care.",Ses05M_impro07_M040,exc,Excited,Excited,,"Yeah, yeah, yeah.  And it's gonna work out.  I'm gonna be able to pay for it, I'm gonna go, I mean, I'll have a little debt in the end.  But I don't care.",71,4,,False
Ses05M_impro07,72,2,0,"Wow, are you so excited?",Ses05M_impro07_F041,exc,Excited,Excited,,"Wow, are you so excited?",72,4,,False
Ses05M_impro07,73,0,2,It's just you know a dream come true.  How could you not be excited about a dream come true?,Ses05M_impro07_M041,exc,Excited,Excited,,It's just you know a dream come true.  How could you not be excited about a dream come true?,73,4,,False
Ses05M_impro07,74,0,2,"You're gonna be so busy, too. You're going to have to work so hard.",Ses05M_impro07_F042,exc,Excited,Excited,,"You're gonna be so busy, too. You're going to have to work so hard.",74,4,,False
Ses05M_script01_1,5,1,2,You know that Larry's not coming back and I know it.  So why do we go on letting him think that we believe with him?,Ses05M_script01_1_M009,fru,Frustration,Frustration,Frustration,You know that Larry's not coming back and I know it.  So why do we go on letting him think that we believe with him?,5,5,,False
Ses05M_script01_1,21,1,2,I'm just saying.,Ses05M_script01_1_F020,fru,Frustration,Anger,Frustration,I'm just saying.,21,5,,False
Ses05M_script01_1,22,0,4,You infuriate me sometimes.  Do you know that?  God.,Ses05M_script01_1_M021,ang,Anger,Anger,Frustration,You infuriate me sometimes.  Do you know that?  God.,22,3,,False
Ses05M_impro06,14,2,1,"you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time.",Ses05M_impro06_M010,sad,Frustration,Sadness,Sadness,"you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time.",14,1,,False
Ses05M_impro06,15,2,1,You guys have been-,Ses05M_impro06_F006,sad,Sadness,Sadness,Neutral,You guys have been-,15,1,,False
Ses05M_impro06,16,2,1,"And now I don't have that person anymore, you know.  And it's -- -- it's just, you.",Ses05M_impro06_M011,sad,Sadness,Sadness,Sadness,"And now I don't have that person anymore, you know.  And it's -- -- it's just, you.",16,1,,False
Ses05M_impro06,26,2,1,If there's anything I can do to be there for you.,Ses05M_impro06_F010,sad,Sadness,Sadness,Other,If there's anything I can do to be there for you.,26,1,,False
Ses05M_impro06,27,2,1,Thanks.,Ses05M_impro06_M020,sad,Sadness,Sadness,Neutral,Thanks.,27,1,,False
